author,author-corrected,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,,,,,
JOHN C. COATES,John C. Coates,Male,JOHN COATES IV,,,,,,,,,
GUHAN SUBRAMANIAN,Guhan Subramanian,Male,,,,,,,,,,
W. KIP VISCUSI,W. Kip Viscusi,Male,KIP VISCUSI,,,,,,,,,
DANIEL KLERMAN,Daniel Klerman,Male,,,,,,,,,,
ALAN SCHWARTZ,Alan Schwartz,Male,,,,,,,,,,
JOEL WATSON,Joel Watson,Male,,,,,,,,,,
KATHRYN SPIER,Kathryn Spier,Female,,,,,,,,,,
AVNER BAR-ILAN,Avner Bar-Ilan,Male,,,,,,,,,,
BRUCE SACERDOTE,Bruce Sacerdote,Male,,,,,,,,,,
JOEL WALDFOGEL,Joel Waldfogel,Male,,,,,,,,,,
SUZANNE SCOTCHMER,Suzanne Scotchmer,Female,,,,,,,,,,
KEITH HYLTON,Keith Hylton,Male,,,,,,,,,,
VIKRAMADITYA KHANNA,Vikramaditya Khanna,Male,,,,,,,,,,
IAN AYRES,Ian Ayres,Male,,,,,,,,,,
BARRY ADLER,Barry Adler,Male,,,,,,,,,,
RICARDO LAGOS,Ricardo Lagos,Male,,,,,,,,,,
CHRISTOPHER PISSARIDES,Christopher Pissarides,Male,,,,,,,,,,
IAN KING,Ian King,Male,,,,,,,,,,
EVA NAGYPAL,Eva Nagypal,Female,,,,,,,,,,
JONAS FISHER,Jonas Fisher,Male,,,,,,,,,,
ALAIN DELACROIX,Alain Delacroix,Male,,,,,,,,,,
TORBEN TRANAES,Torben Tranaes,Male,,,,,,,,,,
ROBERT SHIMER,Robert Shimer,Male,,,,,,,,,,
SATYAJIT CHATTERJEE,Satyajit Chatterjee,Male,,,,,,,,,,
MICHAEL PRIES,Michael Pries,Male,,,,,,,,,,
MARCELO VERACIERTO,Marcelo Veracierto,Male,,,,,,,,,,
ARGIA SBORDONE,Argia Sbordone,Female,,,,,,,,,,
IGNAZION ANGELONI,Ignazion Angeloni,Male,,,,,,,,,,
AVINASH DIXIT,Avinash Dixit,Male,,,,,,,,,,
MICHAEL DOTSEY,Michael Dotsey,Male,,,,,,,,,,
ANDREAS HORNSTEIN,Andreas Hornstein,Male,,,,,,,,,,
LAURENCE BALL,Laurence Ball,Male,,,,,,,,,,
ROBERT MOFFITT,Robert Moffitt,Male,,,,,,,,,,
N. GREGORY MANKIW,N. Gregory Mankiw,Male,,,,,,,,,,
RICARDO REIS,Ricardo Reis,Male,,,,,,,,,,
CARL WALSH,Carl Walsh,Male,,,,,,,,,,
SHARON KOZICKI,Sharon Kozicki,Female,,,,,,,,,,
P.A. TINSLEY,P.A. Tinsley,Male,,,,,,,,,,
LARS E. O. SVENSSON,Lars E. O. Svensson,Male,LARS E.O. SVENSSON,LARS SVENSSON,,,,,,,,
JOHN G. FERNALD,John G. Fernald,Male,JOHN FERNALD,,,,,,,,,
JAMES LEVINSOHN,James Levinsohn,Male,,,,,,,,,,
TOR JAKOB KLETTE,Tor Jakob Klette,Male,TOR KLETTE,,,,,,,,,
PLUTARCHOS SAKELLARIS,Plutarchos Sakellaris,Male,,,,,,,,,,
RUSSELL COOPER,Russell Cooper,Male,,,,,,,,,,
C. J. KRIZAN,C. J. Krizan,Unknown,,,,,,,,,,
LUCIA FOSTER,Lucia Foster,Female,,,,,,,,,,
SANGHOON AHN,Sanghoon Ahn,Male,,,,,,,,,,
PIERRE MOHNEN,Pierre Mohnen,Male,,,,,,,,,,
JACQUES MAIRESSE,Jacques Mairesse,Male,,,,,,,,,,
KEVIN STIROH,Kevin Stiroh,Male,,,,,,,,,,
BARBARA FRAUMENI,Barbara Fraumeni,Female,,,,,,,,,,
ROBERT GORDON,Robert Gordon,Male,,,,,,,,,,
MATTHEW SHAPIRO,Matthew Shapiro,Male,,,,,,,,,,
MARTIN BAILY,Martin Baily,Male,,,,,,,,,,
SUSANTO BASU,Susanto Basu,Male,,,,,,,,,,
ROBERT GIBBONS,Robert Gibbons,Male,,,,,,,,,,
MASSIMO RICCABONI,Massimo Riccaboni,Male,,,,,,,,,,
FABIO PAMMOLLI,Fabio Pammolli,Male,,,,,,,,,,
ASHISH ARORA,Ashish Arora,Male,,,,,,,,,,
PETER KLIBANOFF,Peter Klibanoff,Male,,,,,,,,,,
JARLE MOEN,Jarle Moen,Male,,,,,,,,,,
DARREN FILSON,Darren Filson,Male,,,,,,,,,,
BENJAMIN GOMES-CASSERES,Benjamin Gomes-Casseres,Male,,,,,,,,,,
ROSA MORALES,Rosa Morales,Female,,,,,,,,,,
YU XIAOYUN,Yu Xiaoyun,Female,,,,,,,,,,
GARY JEFFERSON,Gary Jefferson,Male,,,,,,,,,,
GUAN ZIAOJING,Guan Ziaojing,Male,,,,,,,,,,
BAI HUAMAO,Bai Huamao,Unknown,,,,,,,,,,
PIERRE AZOULAY,Pierre Azoulay,Male,,,,,,,,,,
ANTONIO MERLO,Antonio Merlo,Male,,,,,,,,,,
FRANCOIS ORTALO-MAGNE,Francois Ortalo-Magne,Male,,,,,,,,,,
STUART ROSENTHAL,Stuart Rosenthal,Male,,,,,,,,,,
PATRIC HENDERSHOTT,Patric Hendershott,Male,,,,,,,,,,
RICHARD GREEN,Richard Green,Male,,,,,,,,,,
FRANK STAFFORD,Frank Stafford,Male,,,,,,,,,,
MATT KAHN,Matt Kahn,Male,,,,,,,,,,
ERIK HURST,Erik Hurst,Male,,,,,,,,,,
JON SKINNER,Jon Skinner,Male,,,,,,,,,,
MAURICE LUCAS,Maurice Lucas,Male,,,,,,,,,,
KARL CASE,Karl Case,Male,,,,,,,,,,
ED GLAESER,Ed Glaeser,Male,,,,,,,,,,
JOSEPH GYOURKO,Joseph Gyourko,Male,,,,,,,,,,
JAN BRUECKNER,Jan Brueckner,Male,,,,,,,,,,
PETER ORSZAG,Peter Orszag,Male,,,,,,,,,,
JAN WALLISER,Jan Walliser,Male,,,,,,,,,,
KENT SMETTERS,Kent Smetters,Male,,,,,,,,,,
PETER DIAMOND,Peter Diamond,Male,,,,,,,,,,
LOUISE SHEINER,Louise Sheiner,Female,,,,,,,,,,
DOUGLAS ELMENDORF,Douglas Elmendorf,Male,,,,,,,,,,
MARK DUGGAN,Mark Duggan,Male,,,,,,,,,,
MICHAEL HALIASSSOS,Michael Haliasssos,Male,,,,,,,,,,
MICHAEL REITER,Michael Reiter,Male,,,,,,,,,,
MAKOTO NAKAJIMA,Makoto Nakajima,Male,,,,,,,,,,
DMITRIY STOLYAROV,Dmitriy Stolyarov,Male,,,,,,,,,,
ENNIO STACCHETTI,Ennio Stacchetti,Male,,,,,,,,,,
ANTONIA DIAZ,Antonia Diaz,Female,,,,,,,,,,
MARIA JOSE LUENGO PRADO,Maria Jose Luengo Prado,Female,MARIA LUENGO-PRADO,MARIA JOSE LUENGO-PRADO,Maria J. Prados,,,,,,,
ERICH BATTISTIN,Erich Battistin,Male,,,,,,,,,,
MAURIZIO MAZZOCCO,Maurizio Mazzocco,Male,,,,,,,,,,
MARJORIE FLAVIN,Marjorie Flavin,Female,,,,,,,,,,
BRUCE PRESTON,Bruce Preston,Male,,,,,,,,,,
JONATHAN A. PARKER,Jonathan A. Parker,Male,JONATHAN PARKER,,,,,,,,,
JOSEP PIJOAN-MAS,Josep Pijoan-Mas,Male,,,,,,,,,,
MARTIN SOMMER,Martin Sommer,Male,,,,,,,,,,
MARTIN FLODEN,Martin Floden,Male,,,,,,,,,,
DAVID DOMEIJ,David Domeij,Male,,,,,,,,,,
COSTAS MEGHIR,Costas Meghir,Male,,,,,,,,,,
HAMISCH LOW,Hamisch Low,Male,,,,,,,,,,
CHIARA MONFARDINI,Chiara Monfardini,Female,,,,,,,,,,
TOM DAVIDOFF,Tom Davidoff,Male,,,,,,,,,,
MICHAEL OWYANG,Michael Owyang,Male,,,,,,,,,,
LEORA FRIEDBERG,Leora Friedberg,Female,,,,,,,,,,
COURTNEY COILE,Courtney Coile,Female,,,,,,,,,,
RONALD LEE,Ronald Lee,Male,,,,,,,,,,
JULIE ZISSIMOPOULOS,Julie Zissimopoulos,Female,,,,,,,,,,
CONSTANTIJN PANIS,Constantijn Panis,Male,,,,,,,,,,
GABOR KEZDI,Gabor Kezdi,Male,,,,,,,,,,
ROBERT WILLIS,Robert Willis,Male,,,,,,,,,,
MING HUANG,Ming Huang,Male,,,,,,,,,,
MARK WESTERFIELD,Mark Westerfield,Male,,,,,,,,,,
GEERT BEKAERT,Geert Bekaert,Male,,,,,,,,,,
MONIKA PIAZZESI,Monika Piazzesi,Female,,,,,,,,,,
KENT DANIEL,Kent Daniel,Male,,,,,,,,,,
ROBERT WHITELAW,Robert Whitelaw,Male,,,,,,,,,,
YUQING SHEN,Yuqing Shen,Male,,,,,,,,,,
ZHENYU WANG,Zhenyu Wang,Male,,,,,,,,,,
ROBERT STAMBAUGH,Robert Stambaugh,Male,,,,,,,,,,
JUN LIU,Jun Liu,Male,,,,,,,,,,
JUN PAN,Jun Pan,Female,,,,,,,,,,
TAN WANG,Tan Wang,Male,,,,,,,,,,
NICHOLAS BARBERIS,Nicholas Barberis,Male,,,,,,,,,,
JEFFREY WURGLER,Jeffrey Wurgler,Male,,,,,,,,,,
BERNARD DUMAS,Bernard Dumas,Male,,,,,,,,,,
LARRY EPSTEIN,Larry Epstein,Male,,,,,,,,,,
NICHOLAS POLSON,Nicholas Polson,Male,,,,,,,,,,
MICHAEL JOHANNES,Michael Johannes,Male,,,,,,,,,,
JON STROUD,Jon Stroud,Male,,,,,,,,,,
MICHAEL BRANDT,Michael Brandt,Male,,,,,,,,,,
WALLACE E. HUFFMAN,Wallace E. Huffman,Male,,,,,,,,,,
J. JOSEPH BEAULIEU,J. Joseph Beaulieu,Male,,,,,,,,,,
B. K. ATROSTIC,B. K. Atrostic,Unknown,B.K. ATROSTIC,,,,,,,,,
SANG V. NGUYEN,Sang V. Nguyen,Male,SAN V. NGUYEN,,,,,,,,,
TED MIGUEL,Ted Miguel,Male,,,,,,,,,,
MEGAN MACGARVIE,Megan Macgarvie,Female,,,,,,,,,,
ARTHUR KENNICKELL,Arthur Kennickell,Male,,,,,,,,,,
LINDA WONG,Linda Wong,Female,,,,,,,,,,
REBECCA HENDERSON,Rebecca Henderson,Female,,,,,,,,,,
JEFFREY FURMAN,Jeffrey Furman,Male,,,,,,,,,,
MARGARET KYLE,Margaret Kyle,Female,,,,,,,,,,
MICHAEL R. DARBY,Michael R. Darby,Male,MICHAEL DARBY,,,,,,,,,
LYNNE ZUCKER,Lynne Zucker,Female,,,,,,,,,,
MICK SILVER,Mick Silver,Male,,,,,,,,,,
SAEED HERAVI,Saeed Heravi,Male,,,,,,,,,,
GREG STRANGER,Greg Stranger,Male,,,,,,,,,,
JOHN S. GREENLEES,John S. Greenlees,Male,JOHN GREENLEES,,,,,,,,,
MICHAEL GORT,Michael Gort,Male,,,,,,,,,,
SEONG-HOON LEE,Seong-Hoon Lee,Male,,,,,,,,,,
ALICE NAKAMURA,Alice Nakamura,Female,,,,,,,,,,
MASAO NAKAMURA,Masao Nakamura,Male,,,,,,,,,,
TAKANOBU NAKAJIMA,Takanobu Nakajima,Male,,,,,,,,,,
STEPHEN R. YEAPLE,Stephen R. Yeaple,Male,STEPHEN YEAPLE,,,,,,,,,
FRANK R. LICHTENBERG,Frank R. Lichtenberg,Male,FRANK LICHTENBERG,,,,,,,,,
DAMON CLARK,Damon Clark,Male,,,,,,,,,,
MICHAEL GESKE,Michael Geske,Male,,,,,,,,,,
VALERIE A. RAMEY,Valerie A. Ramey,Female,VALERIE RAMEY,VALERY A. RAMEY,"Valerie Ramey, University of California",,,,,,,
ANA AIZCORBE,Ana Aizcorbe,Female,,,,,,,,,,
MICHAEL GALLMEYER,Michael Gallmeyer,Male,,,,,,,,,,
JULIO ROTEMBERG,Julio Rotemberg,Male,,,,,,,,,,
MARK RITSON,Mark Ritson,Male,,,,,,,,,,
MARK ZBARACKI,Mark Zbaracki,Male,,,,,,,,,,
FELIX KUBLER,Felix Kubler,Male,,,,,,,,,,
JAMES DOW,James Dow,Male,,,,,,,,,,
JOE HAUBRICH,Joe Haubrich,Male,,,,,,,,,,
CHRISTIAN ZIMMERMAN,Christian Zimmerman,Male,,,,,,,,,,
MARTIN BERKA,Martin Berka,Male,,,,,,,,,,
FABIO PANETTA,Fabio Panetta,Male,,,,,,,,,,
DANIELE TERLIZZESE,Daniele Terlizzese,Male,,,,,,,,,,
ANIL KASHYAP,Anil Kashyap,Male,,,,,,,,,,
CHARLIE HIMMELBEG,Charlie Himmelbeg,Male,,,,,,,,,,
ERAN YASHIV,Eran Yashiv,Male,,,,,,,,,,
MONIKA MERZ,Monika Merz,Female,,,,,,,,,,
ANNETTE VISSING-JORGENSON,Annette Vissing-Jorgenson,Female,ANNETTE VISSING JORGENSON,,,,,,,,,
FRANCISCO GOMES,Francisco Gomes,Male,,,,,,,,,,
MAKOTO SAITO,Makoto Saito,Male,,,,,,,,,,
SHIGENORI SHIRATSUKA,Shigenori Shiratsuka,Male,,,,,,,,,,
TSUTOMU WATANABE,Tsutomu Watanabe,Male,,,,,,,,,,
NORIYUKI YANAGAWA,Noriyuki Yanagawa,Male,,,,,,,,,,
PAOLA ROTA,Paola Rota,Female,,,,,,,,,,
MARZIO GALEOTTI,Marzio Galeotti,Male,,,,,,,,,,
ALESSANDRA DEL BOCA,Alessandra Del Boca,Female,,,,,,,,,,
ROBERT CHIRINKO,Robert Chirinko,Male,,,,,,,,,,
RUI CASTRO,Rui Castro,Male,,,,,,,,,,
GIAN LUCA CLEMENTI,Gian Luca Clementi,Male,GIAN-LUCA CLEMENTI,Jian Luca Clementi,,,,,,,,
GLENN MACDONALD,Glenn Macdonald,Male,,,,,,,,,,
HANNO LUSTIG,Hanno Lustig,Male,,,,,,,,,,
PHILIP BOND,Philip Bond,Male,,,,,,,,,,
STACY DICKERT-CONLIN,Stacy Dickert-Conlin,Female,,,,,,,,,,
ERIC EDMONDS,Eric Edmonds,Male,,,,,,,,,,
DOUGLAS ALMOND,Douglas Almond,Male,,,,,,,,,,
RALPH CHAMI,Ralph Chami,Male,,,,,,,,,,
GREGORY HESS,Gregory Hess,Male,,,,,,,,,,
WILLIAM HARBAUGH,William Harbaugh,Male,,,,,,,,,,
KATE KRAUSE,Kate Krause,Female,,,,,,,,,,
STEVEN LIDAY,Steven Liday,Male,,,,,,,,,,
AIMEE CHIN,Aimee Chin,Female,,,,,,,,,,
PHILIP OREOPOULOS,Philip Oreopoulos,Male,,,,,,,,,,
PAUL GERTLER,Paul Gertler,Male,,,,,,,,,,
BELEN VILLALONGA,Belen Villalonga,Female,,,,,,,,,,
KEVIN J. MURPHY,Kevin J. Murphy,Male,KEVIN MURPHY,,,,,,,,,
DANIEL WOLFENZOHN,Daniel Wolfenzohn,Male,,,,,,,,,,
JOSEPH WEBER,Joseph Weber,Male,,,,,,,,,,
ANNE BEATTY,Anne Beatty,Female,,,,,,,,,,
PAUL ASQUITH,Paul Asquith,Male,,,,,,,,,,
DIRK JENTER,Dirk Jenter,Male,,,,,,,,,,
ERIK STAFFORD,Erik Stafford,Male,,,,,,,,,,
MARK MITCHELL,Mark Mitchell,Male,,,,,,,,,,
TODD PULVINO,Todd Pulvino,Male,,,,,,,,,,
AUGUSTIN LANDIER,Augustin Landier,Male,,,,,,,,,,
WILLIAM M. GENTRY,William M. Gentry,Male,,,,,,,,,,
CHRISTOPHER J. MAYER,Christopher J. Mayer,Male,CHRIS MAYER,CHRISTOPHER MAYER,,,,,,,,
OLIVER HART,Oliver Hart,Male,,,,,,,,,,
ARTURO BRIS,Arturo Bris,Male,,,,,,,,,,
MALCOLM BAKER,Malcolm Baker,Male,,,,,,,,,,
MATTIAS NILSSON,Mattias Nilsson,Male,,,,,,,,,,
YRJO KROSKINEN,Yrjo Kroskinen,Male,,,,,,,,,,
WILLIAM NOVACK,William Novack,Male,,,,,,,,,,
KARA NORLIN,Kara Norlin,Female,,,,,,,,,,
CASEY MULLIGAN,Casey Mulligan,Male,,,,,,,,,,
JOSEPH DAVIS,Joseph Davis,Male,,,,,,,,,,
TIM GUINNANE,Tim Guinnane,Male,,,,,,,,,,
KENNETH SOKOLOFF,Kenneth Sokoloff,Male,,,,,,,,,,
ANGELA REDISH,Angela Redish,Female,,,,,,,,,,
JEAN-LAURENT ROSENTHAL,Jean-Laurent Rosenthal,Male,,,,,,,,,,
ELIZABETH BRAINERD,Elizabeth Brainerd,Female,,,,,,,,,,
MARK SIEGLER,Mark Siegler,Male,,,,,,,,,,
CARLOS RAMIREZ,Carlos Ramirez,Male,,,,,,,,,,
J. DAVID HACKER,J. David Hacker,Male,,,,,,,,,,
DARON ACEMOGLU,Daron Acemoglu,Male,"DARON ACEMOGLU,",,,,,,,,,
JEFFREY JENKINS,Jeffrey Jenkins,Male,,,,,,,,,,
THOMAS WEISS,Thomas Weiss,Male,,,,,,,,,,
JOSHUA ROSENBLOOM,Joshua Rosenbloom,Male,,,,,,,,,,
PETER MANCALL,Peter Mancall,Male,,,,,,,,,,
CHRISTINA ROMER,Christina Romer,Female,,,,,,,,,,
CHANG-TAI HSEIH,Chang-Tai Hseih,Male,,,,,,,,,,
NEVILLE FRANCIS,Neville Francis,Male,,,,,,,,,,
HARALD UHLIG,Harald Uhlig,Male,,,,,,,,,,
SERGIO REBELO,Sergio Rebelo,Male,,,,,,,,,,
ARIEL BURSTEIN,Ariel Burstein,Male,,,,,,,,,,
ALAN STOCKMAN,Alan Stockman,Male,,,,,,,,,,
ELLEN MCGRATTAN,Ellen Mcgrattan,Female,,,,,,,,,,
MOHAMAD HAMMOUR,Mohamad Hammour,Male,,,,,,,,,,
FRANKLIN ALLEN,Franklin Allen,Male,,,,,,,,,,
DANNY QUAH,Danny Quah,Male,,,,,,,,,,
SHARUN MUKAND,Sharun Mukand,Male,,,,,,,,,,
DOUGLAS GOLLIN,Douglas Gollin,Male,,,,,,,,,,
FRANCISCO ALCALA,Francisco Alcala,Male,,,,,,,,,,
ANTONIO CICCONE,Antonio Ciccone,Male,,,,,,,,,,
DOUGLAS SHACKELFORD,Douglas Shackelford,Male,,,,,,,,,,
ANDREW SAMWICK,Andrew Samwick,Male,,,,,,,,,,
ROSEANNE ALTSCHULER,Roseanne Altschuler,Female,,,,,,,,,,
JAMES HINES,James Hines,Male,,,,,,,,,,
GENE AMROMIN,Gene Amromin,Male,,,,,,,,,,
JOEL SLEMROD,Joel Slemrod,Male,,,,,,,,,,
NORA GORDEN,Nora Gorden,Female,,,,,,,,,,
KEVIN LANG,Kevin Lang,Male,,,,,,,,,,
JOSHUA ANGRIST,Joshua Angrist,Male,,,,,,,,,,
VICTOR LAVY,Victor Lavy,Male,,,,,,,,,,
ERIC BETTINGER,Eric Bettinger,Male,,,,,,,,,,
SUSANNA LOEB,Susanna Loeb,Female,,,,,,,,,,
BRIAN COPELAND,Brian Copeland,Male,,,,,,,,,,
SHANTI GAMPER RABINDRAN,Shanti Gamper Rabindran,Female,,,,,,,,,,
ANN WOLVERTON,Ann Wolverton,Female,,,,,,,,,,
JIN-TAN LIU,Jin-Tan Liu,Male,,,,,,,,,,
NATHANIEL O. KEOHANE,Nathaniel O. Keohane,Male,NATHANIEL KEOHANE,,,,,,,,,
BILLY PIZER,Billy Pizer,Male,,,,,,,,,,
PAUL JOSKOW,Paul Joskow,Male,,,,,,,,,,
JAMES SANCHIRICO,James Sanchirico,Male,,,,,,,,,,
MATTHEW J. KOTCHEN,Matthew J. Kotchen,Male,Matthew Kotchen,,,,,,,,,
ANTONIO RANGEL,Antonio Rangel,Male,,,,,,,,,,
IAN W. H. PARRY,Ian W. H. Parry,Male,IAN PARRY,,,,,,,,,
KENNETH A. SMALL,Kenneth A. Small,Male,KENNETH SMALL,,,,,,,,,
RICHARD CARSON,Richard Carson,Male,,,,,,,,,,
CHRISTOPHER TIMMINS,Christopher Timmins,Male,,,,,,,,,,
MAXIMILLIAN AUFFHAMMER,Maximillian Auffhammer,Male,,,,,,,,,,
WOLFRAM SCHLENKER,Wolfram Schlenker,Male,,,,,,,,,,
W. MICHAEL HANEMANN,W. Michael Hanemann,Male,,,,,,,,,,
CHARLES WHITEMAN,Charles Whiteman,Male,,,,,,,,,,
MOTOTSUGU SHINTANI,Mototsugu Shintani,Male,,,,,,,,,,
MIKHAIL CHERNOV,Mikhail Chernov,Male,,,,,,,,,,
A. RONALD GALLANT,A. Ronald Gallant,Male,RONALD GALLANT,,,,,,,,,
GEORGE TAUCHEN,George Tauchen,Male,,,,,,,,,,
MICHAEL MCCRACKEN,Michael Mccracken,Male,,,,,,,,,,
TODD CLARK,Todd Clark,Male,,,,,,,,,,
CANLIN LI,Canlin Li,Male,,,,,,,,,,
LUTZ KILIAN,Lutz Kilian,Male,,,,,,,,,,
CHRISTOPHER SIMS,Christopher Sims,Male,,,,,,,,,,
TAO ZHA,Tao Zha,Male,,,,,,,,,,
SCOTT WEINER,Scott Weiner,Male,,,,,,,,,,
TIL SCHUERMANN,Til Schuermann,Male,,,,,,,,,,
M. HASHEM PESARAN,M. Hashem Pesaran,Male,Hashem Pesaran,Mohammad Pesaran,,,,,,,,
BARBARA ROSSI,Barbara Rossi,Female,,,,,,,,,,
LUCREZIA REICHLIN,Lucrezia Reichlin,Female,,,,,,,,,,
DAVINA LING,Davina Ling,Female,,,,,,,,,,
AVI DOR,Avi Dor,Male,,,,,,,,,,
KATHLEEN CAREY,Kathleen Carey,Female,,,,,,,,,,
ELLEN MEARA,Ellen Meara,Female,,,,,,,,,,
BRIGITTE DORMONT,Brigitte Dormont,Female,,,,,,,,,,
CARINE MILCENT,Carine Milcent,Female,,,,,,,,,,
ALISON EVANS CUELLAR,Alison Evans Cuellar,Female,,,,,,,,,,
JONAH GELBACH,Jonah Gelbach,Male,,,,,,,,,,
MARIANNE BITLER,Marianne Bitler,Female,,,,,,,,,,
THOMAS DELEIRE,Thomas Deleire,Male,,,,,,,,,,
HELEN LEVY,Helen Levy,Female,,,,,,,,,,
MIREILLE JACOBSON,Mireille Jacobson,Female,,,,,,,,,,
JAMIE F. CHRIQUI,Jamie F. Chriqui,Female,,,,,,,,,,
MICHAEL GROSSMAN,Michael Grossman,Male,,,,,,,,,,
GREGORY COLMAN,Gregory Colman,Male,,,,,,,,,,
JEFF DESIMONE,Jeff Desimone,Male,,,,,,,,,,
SUCHIN VIRABHAK,Suchin Virabhak,Male,,,,,,,,,,
DAVID ALTIG,David Altig,Male,,,,,,,,,,
LAWRENCE CHRISTIANO,Lawrence Christiano,Male,,,,,,,,,,
MARTIN EICHENBAUM,Martin Eichenbaum,Male,,,,,,,,,,
JESPER LINDE,Jesper Linde,Male,,,,,,,,,,
HAL COLE,Hal Cole,Male,,,,,,,,,,
SHARON HARRISON,Sharon Harrison,Female,,,,,,,,,,
MARK WEDER,Mark Weder,Male,,,,,,,,,,
CHUCK CARLSTROM,Chuck Carlstrom,Male,,,,,,,,,,
ROBERT KOLLMAN,Robert Kollman,Male,,,,,,,,,,
PAUL BEAUDRY,Paul Beaudry,Male,,,,,,,,,,
FRANCK PORTIER,Franck Portier,Male,,,,,,,,,,
BILL DUPOR,Bill Dupor,Male,,,,,,,,,,
BEN EDEN,Ben Eden,Male,,,,,,,,,,
MICHELLE ALEXOPOULOS,Michelle Alexopoulos,Female,,,,,,,,,,
STEFANIA ALBANESI,Stefania Albanesi,Female,,,,,,,,,,
JAVIER VALLES,Javier Valles,Male,,,,,,,,,,
GIANLUCA VIOLANTE,Gianluca Violante,Male,,,,,,,,,,
DIETRICH VOLLRATH,Dietrich Vollrath,Male,,,,,,,,,,
SVEN RADY,Sven Rady,Male,,,,,,,,,,
XAVIER GABAIX,Xavier Gabaix,Male,,,,,,,,,,
LOUISE KEELY,Louise Keely,Female,,,,,,,,,,
THOMAS PHILIPPON,Thomas Philippon,Male,,,,,,,,,,
RD GLAESER,Rd Glaeser,Male,,,,,,,,,,
GRAZIELLA BERTOCCHI,Graziella Bertocchi,Female,,,,,,,,,,
ROLAND BENABOU,Roland Benabou,Male,,,,,,,,,,
JEAN TIROLE,Jean Tirole,Male,,,,,,,,,,
ANDREA VINDIGNI,Andrea Vindigni,Male,,,,,,,,,,
MIGUEL URQUIOLA,Miguel Urquiola,Male,,,,,,,,,,
ALI HORTACSU,Ali Hortacsu,Male,,,,,,,,,,
MARTIN PESENDORFER,Martin Pesendorfer,Male,,,,,,,,,,
ESTELLE CANTILLON,Estelle Cantillon,Female,,,,,,,,,,
CORY CAPPS,Cory Capps,Male,,,,,,,,,,
MARK SATTERTHWAITE,Mark Satterthwaite,Male,,,,,,,,,,
STEVEN BERRY,Steven Berry,Male,,,,,,,,,,
LIXIN YE,Lixin Ye,Male,,,,,,,,,,
PATRICK BAJARI,Patrick Bajari,Male,,,,,,,,,,
PHILIP HAILE,Philip Haile,Male,,,,,,,,,,
SUSANNA ESTEBAN,Susanna Esteban,Female,,,,,,,,,,
MATTHEW SHUM,Matthew Shum,Male,,,,,,,,,,
OLEG MELNIKOV,Oleg Melnikov,Male,,,,,,,,,,
PETER DAVIS,Peter Davis,Male,,,,,,,,,,
DARLENE CHISHOLM,Darlene Chisholm,Female,,,,,,,,,,
MICHAEL CHERNEW,Michael Chernew,Male,,,,,,,,,,
GAUTAM GOWRISANKARAN,Gautam Gowrisankaran,Male,,,,,,,,,,
DENNIS SCANLON,Dennis Scanlon,Male,,,,,,,,,,
BRUCE SHEARER,Bruce Shearer,Male,,,,,,,,,,
CYRIL MONNET,Cyril Monnet,Male,,,,,,,,,,
ADAM COPELAND,Adam Copeland,Male,,,,,,,,,,
DANIEL ACKERBERG,Daniel Ackerberg,Male,,,,,,,,,,
SOFIA BERTO VILLAS-BOAS,Sofia Berto Villas-Boas,Female,Sofia Villas-Boas,,,,,,,,,
JOHN DE FIGUEIREDO,John De Figueiredo,Male,,,,,,,,,,
BHAVIN SAMPAT,Bhavin Sampat,Male,,,,,,,,,,
BRIAN SILVERMAN,Brian Silverman,Male,,,,,,,,,,
MARYANN FELDMAN,Maryann Feldman,Female,,,,,,,,,,
GIOVANNI PERI,Giovanni Peri,Male,,,,,,,,,,
BRIAN WRIGHT,Brian Wright,Male,,,,,,,,,,
RICHARD LEVIN,Richard Levin,Male,,,,,,,,,,
C.FRITZ FOLEY,C.Fritz Foley,Male,C. FRITZ FOLEY,FRITZ FOLEY,,,,,,,,
MIHIR DESAI,Mihir Desai,Male,,,,,,,,,,
ROBERT LAWRENCE,Robert Lawrence,Male,,,,,,,,,,
ALEXANDER GALETOVIC,Alexander Galetovic,Male,,,,,,,,,,
GUILLERMO ZAMARRIPA,Guillermo Zamarripa,Male,,,,,,,,,,
ERIK BLOOM,Erik Bloom,Male,,,,,,,,,,
ELIZABETH KING,Elizabeth King,Female,,,,,,,,,,
ERNESTO SCHARGRODSKY,Ernesto Schargrodsky,Male,,,,,,,,,,
SEBASTIAN GALLIANI,Sebastian Galliani,Male,,,,,,,,,,
RICHARD PAYNE,Richard Payne,Male,,,,,,,,,,
PAOLO VITALE,Paolo Vitale,Male,,,,,,,,,,
MARTIN EVANS,Martin Evans,Male,,,,,,,,,,
TOMAS DVORAK,Tomas Dvorak,Male,,,,,,,,,,
ALESSANDRO PRATI,Alessandro Prati,Male,,,,,,,,,,
MASSIMO SBRACIA,Massimo Sbracia,Male,,,,,,,,,,
CHRISTOPH KLINGEN,Christoph Klingen,Male,,,,,,,,,,
JEROMIN ZETTLEMEYER,Jeromin Zettlemeyer,Male,,,,,,,,,,
BEATRICE WEDER,Beatrice Weder,Female,,,,,,,,,,
MICHAEL DOOLEY,Michael Dooley,Male,,,,,,,,,,
NELSON MARK,Nelson Mark,Male,,,,,,,,,,
CHARLES ENGEL,Charles Engel,Male,,,,,,,,,,
