author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Andrei Shleifer,"Neglected Risks, Financial Innovation, and Financial Fragility",Harvard University,Jan 08 2011,2:30 PM,"Sheraton, Governor's Square 17",American Economic Association,Financial Innovation and Securitization,G2,Douglas Diamond,University of Chicago,Gary Gorton,Yale University,Anil Kashyap,University of Chicago,Atif Mian,University of California-Berkeley,Karen Pence,Federal Reserve Board,,,ANDREI SHLEIFER,Male,,,,,,NA,NA,NA,NA,NA,,
Andrei Simonov,Alliances and Corporate Governance,Michigan State University,Jan 07 2011,10:15 AM,"Marriott, Colorado Salons G & H",American Finance Association,Conglomerates and Alliances: New Perspectives,G3,Amit Seru,University of Chicago,Ilan Guedj,University of Texas-Austin,Daniel Paravisini,Columbia University,David Robinson,Duke University,Gordon Phillips,University of Maryland,,,ANDREI SIMONOV,Male,,,,,,NA,NA,NA,NA,NA,,
Andrei Zlate,"International Banks, the Interbank Market, and the Cross-Border Transmission of Business Cycles",Federal Reserve Board,Jan 08 2011,8:00 AM,"Marriott, Pomeroy",International Banking Economics & Finance Association,Banks and the Macroeconomy: Transmission Channels,E2,Alistair Milne,City University London,Alistair Milne,City University London,,,,,,,,,ANDREI ZLATE,Male,,,,,,NA,NA,NA,NA,NA,,
Andres Erosa,The Heterogeneity and Dynamics of Individual Labor Supply over the Life-Cycle: Facts and Theory,Madrid Institute for Advanced Studies,Jan 07 2011,8:00 AM,"Sheraton, Denver",American Economic Association,"Labor Market, Labor Decisions, and Production Cycles",E2,Manuel Toledo,Universidad Carlos III de Madrid,Manuel Toledo,Universidad Carlos III de Madrid,Marianna Kudlyak,Federal Reserve Bank of Richmond,Yongsung Chang,University of Rochester,Gueorgui Kambourov,University of Toronto,Aysegul Sahin,Federal Reserve Bank of New York,ANDRES EROSA,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Ang,The Joint Cross Section of Stocks and Options,Columbia University,Jan 08 2011,2:30 PM,"Marriott, Colorado Salons C & D",American Finance Association,Anomalies,G1,Lu Zhang,University of Michigan at Ann Arbor,Kewei Hou,Ohio State University,Tyler Shumway,University of Michigan-Ann Arbor,Jay Shanken,Emory University,,,,,ANDREW ANG,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Ang,Yield Curve Predictors of Foreign Exchange Returns,Columbia University,Jan 08 2011,10:15 AM,"Sheraton, Governor's Square 17",American Economic Association,Predicting Exchange Rates,F3,David Papell,University of Houston,David Papell,University of Houston,Jan Groen,Federal Reserve Bank of New York,Jian Wang,Federal Reserve Bank of Dallas,Magnus Dahlquist,Stockholm University,,,ANDREW ANG,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Ang,Yield Curve Predictors of Foreign Exchange Returns,Columbia University,Jan 07 2011,8:00 AM,"Marriott, Colorado Salons I & J",American Finance Association,International Financial Markets 1,G1,George Karolyi,Cornell University,Paolo Pasquariello,University of Michigan-Ann Arbor,Nelson Mark,University of Notre Dame,Eric Ghysels,University of North Carolina-Chapel Hill,Christopher Telmer,Carnegie Mellon University,,,ANDREW ANG,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Ellul,Investors' Horizons and the Amplification of Market Shocks,Indiana University,Jan 08 2011,2:30 PM,"Sheraton, Spruce",American Economic Association,Financial Market Reactions to News,G1,Douglas Pearce,North Carolina State University,,,,,,,,,,,ANDREW ELLUL,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Ellul,"Stronger Risk Controls, Lower Risk: Evidence from U.S. Bank Holding Companies",Indiana University-Bloomington,Jan 08 2011,10:15 AM,"Marriott, Colorado Salons I & J",American Finance Association,Real Effects of Financing and Risk Management,G3,Krishnamurthy Subramanian,Emory University,Merih Sevilir,University of North Carolina-Chapel Hill,Yongxiang Wang,Columbia University,Philipp Schnabbl,New York University,Arthur Korteweg,Stanford University,,,ANDREW ELLUL,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Ellul,Regulatory Pressure and Fire Sales in the Corporate Bond Market,Indiana University-Bloomington,Jan 08 2011,8:00 AM,"Marriott, Denver Suite IV",American Finance Association,Financial Regulation and Policy,G1,Mark Flannery,University of Florida,George Pennacchi,University of Illinois-Urbana-Champaign,Chester Spatt,Carnegie Mellon University,Jean-Charles Rochet,University of Toulouse,Evan Dudley,University of Florida,,,ANDREW ELLUL,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Jalil,"A New History of Banking Panics in the United States, 1825-1929: Construction and Implications",University of California-Berkeley,Jan 07 2011,10:15 AM,"Sheraton, Governor's Square 16",American Economic Association,International Transmission of Business Cycles,E5,Patrick Van Horn,University of Michigan-Dearborn,Michael Bordo,Rutgers University,Peter Temin,Massachusetts Institute of Technology,George Chouliarakis,University of Manchester,Gary Richardson,University of California-Irvine,Warren Weber,Federal Reserve Bank of Minneapolis,Andrew Jalil,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Levin,Reconsidering the Microeconomic Foundations of Price-Setting Behavior,Federal Reserve Board,Jan 08 2011,2:30 PM,"Sheraton, Capitol",Korea-America Economic Association,"Dynamic Macroeconomics, Finance, and Monetary Policy",E2,Sunghyun Kim,Suffolk University,,,,,,,,,,,ANDREW LEVIN,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Metrick,Securitized Banking and the Run on Repo,Yale University,Jan 09 2011,10:15 AM,"Sheraton, Director's Row E",American Economic Association,Financial Crises and Systemic Runs,G1,Gorton Gary,Yale University,Til Schuermann,Federal Reserve Bank of New York,Douglas Gale,New York University,Sudipto Bhattacharya,London School of Economics,,,,,ANDREW METRICK,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Metrick,Corporate Governance and Equity Prices: Are Results Robust to Industry Adjustments?,Yale University,Jan 08 2011,2:30 PM,"Marriott, Nat Hill",Association of Financial Economists,Industry Peers and Corporate Finance,G3,Lemma Senbet,University of Maryland,Ethan Cohen-Cole,University of Maryland,Michael Lemmon,University of Utah,Abraham S. Ravid,Rutgers University,,,,,ANDREW METRICK,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Patton,Forecast Rationality Tests Based on Multi-Horizon Bounds,Duke University,Jan 08 2011,10:15 AM,"Sheraton, Plaza Court 8",Econometric Society,Journal of Business and Economic Statistics Invited Paper: Forecast Rationality Tests Based on Multi-Horizon Bounds,C3,,,Dean Croushore,University of Richmond,Herman van Dijk,Erasmus University,Lennart Hoogerheide,Erasmus University,Kajal Lahiri,SUNY-Albany,Barbara Rossi,Duke University,ANDREW PATTON,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Patton,Predictability of output growth and inflation: A multi-horizon survey approach,Duke University,Jan 08 2011,2:30 PM,"Sheraton, Governor's Square 11",American Economic Association,Monetary Policy and the Term Structure of Forecasts,E5,Kajal Lahiri,University at Albany,Todd Clark,Federal Reserve Bank of Kansas City,Ruslan Bikbov,Federal Reserve Board,Min Wei,Federal Reserve Board,Arturo Estrella,Rensselaer Polytechnic Institute,,,ANDREW PATTON,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Plantinga,The Value of Terroir: Hedonic Estimation with Data on Vineyard Sale Prices,Oregon State University,Jan 09 2011,10:15 AM,"Sheraton, Director's Row H",American Economic Association,Topics in Wine Economics,Q1,Karl Storchmann,New York University,Joyce Jacobson,Wesleyan University,Victor Ginsburgh,University of Brussels,Bronwyn Hall,University of California-Berkeley,Charles Mason,University of Wyoming,,,Andrew Plantinga,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Plantinga,The Additionality Problem with Offsets: Optimal Contracts for Carbon Sequestration in Forests,Oregon State University,Jan 09 2011,1:00 PM,"Hyatt Regency, Capitol 6",Association of Environmental & Resource Economists,Climate Mitigation and Adaptation,Q4,Wolfram Schlenker,Columbia University,Wayne Gray,Clark University,Richard Howarth,Dartmouth College,Brian Murray,Duke University,Bruce Mizrach,Rutgers University,,,Andrew Plantinga,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew W. Lo,Consumer Credit Risk Models Via Machine-Learning Algorithms,Massachusetts Institute of Technology,Jan 08 2011,2:30 PM,"Marriott, Colorado Salons I & J",American Finance Association,Mortgage Underwriting and Securitization,G2,Nancy Wallace,"University of California, Berkeley",Jefferson Duarte,Rice University,Alexei Tchistyi,University of California-Berkeley,Robert Novy-Marx,University of Chicago,,,,,Andrew W. Lo,Male,,,,,,NA,NA,NA,NA,NA,,
Anil Kashyap,The Optimal Conduct of Monetary Policy with Interest on Reserves,University of Chicago,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 14",American Economic Association,Financial Crises and Macroeconomics (AEJ-Macro Session),E3,Steven Davis,University of Chicago,,,,,,,,,,,ANIL KASHYAP,Male,,,,,,NA,NA,NA,NA,NA,,
Ann Carlos,"Trade, Resources and Population: Lessons from the Smallpox Epidemic in the Hudson Bay Region, 1781-82",University of Colorado,Jan 08 2011,2:30 PM,"Hyatt Regency, Capitol 2",Cliometrics Society,Topics in Economic History,N1,TBA TBA,TBA,TBA TBA,TBA,,,,,,,,,ANN CARLOS,Female,,,,,,NA,NA,NA,NA,NA,,
Anna Alberini,Are Price Signals Important in Residential Energy Consumption? Evidence from Northern Ireland,University of Maryland and Queen's University-Belfast,Jan 07 2011,2:30 PM,"Hyatt Regency, Capitol 6",Association of Environmental & Resource Economists,Consumer Demand and Conservation,Q3,Severin Borenstein,"University of California, Berkeley",Severin Borenstein,University of California-Berkeley,Sheila Olmstead,Resources for the Future,Mark Jacobsen,University of California-San Diego,Ian Parry,Resources for the Future,Richard Ready,Pennsylvania State University,ANNA ALBERINI,Female,,,,,,NA,NA,NA,NA,NA,,
Anna Alberini,Getting Cars Off the Road: The Cost-Effectiveness of an Episodic Pollution Control Program,University of Maryland,Jan 07 2011,8:00 AM,"Hyatt Regency, Capitol 6",Association of Environmental & Resource Economists,The Costs and Benefits of Pollution Control,Q5,Richard Carson,"University of California, San Diego",Soren Andersen,Michigan State University,Shanjun Li,Resources for the Future,Richard Carson,"University of California, San Diego",Fabian Lange,Yale University,Ken Baerenklau,University of California-Riverside,ANNA ALBERINI,Female,,,,,,NA,NA,NA,NA,NA,,
Anna Kovner,"Stressed, Not Frozen: The Federal Funds Market in the Financial Crisis",Federal Reserve Banks,Jan 07 2011,2:30 PM,"Marriott, Colorado Salons A & B",American Finance Association,The Financial Crisis: Empirical Evidence,G1,Amir Sufi,University of Chicago,Sudheer Chava,Texas A&M University,Victoria Ivashina,Harvard Business School,Markus Brunnermeier,Princeton University,Philip Strahan,Boston College,,,Anna Kovner,Female,,,,,,NA,NA,NA,NA,NA,,
Anna Pavlova,Asset Prices and Institutional Investors,London Business School,Jan 08 2011,10:15 AM,"Marriott, Colorado Salons C & D",American Finance Association,"Liquidity, Trading, and Frictions - Theory",G1,Peter Kondor,Central European University,Gustavo Manso,Massachusetts Institute of Technology,Stephane Guibaud,London School of Economics and Political Science,Ron Kaniel,Duke University,,,,,ANNA PAVLOVA,Female,,,,,,NA,NA,NA,NA,NA,,
Annamaria Lusardi,Americans' Financial Capability,Dartmouth College,Jan 08 2011,10:15 AM,"Sheraton, Majestic Ballroom",American Economic Association,Measuring Financial Capacity and Risk: Lessons from the Financial Crisis,G1,James Poterba,NBER and Massachusetts Institute of Technology,Arthur Kennickell,Federal Reserve Board,John Phillips,Social Security Administration,Arie Kapteyn,Rand Corporation,Anil Kashyap,University of Chicago,,,ANNAMARIA LUSARDI,Female,,,,,,NA,NA,NA,NA,NA,,
Annette Vissing-Jorgensen,Consumer Credit: Learning Your Customer's Default Risk from What (S)he Buys,Northwestern University,Jan 08 2011,8:00 AM,"Sheraton, Columbine",American Economic Association,Household Finance -- Consumer Credit,G1,Annette Vissing-Jorgensen,Northwestern University,Vikrant Vig,London Business School,Manju Puri,Duke University,Ulrike Malmendier,University of California-Berkeley,Justine Hastings,Yale University,,,ANNETTE VISSING-JORGENSEN,Female,Annette Vissing Jorgensen,,,,,NA,NA,NA,NA,NA,,
Anthony Venables,Relocating the Value Chain: Offshoring and Agglomeration in the Global Economy,Oxford University,Jan 09 2011,8:00 AM,"Sheraton, Governor's Square 16",American Economic Association,Global Trade Dynamics in an Integrated World,F1,Jonathan Eaton,New York University,Andres Rodriguez-Clare,Pennsylvania State University,Steven J. Matusz,Michigan State University,Leonardo Iacovone,World Bank,David Hummels,Purdue University,,,ANTHONY VENABLES,Male,,,,,,NA,NA,NA,NA,NA,,
Antje Berndt,The Role of Mortgage Brokers in the Subprime Crisis,Carnegie Mellon University,Jan 08 2011,2:30 PM,"Marriott, Colorado Salons I & J",American Finance Association,Mortgage Underwriting and Securitization,G2,Nancy Wallace,"University of California, Berkeley",Jefferson Duarte,Rice University,Alexei Tchistyi,University of California-Berkeley,Robert Novy-Marx,University of Chicago,,,,,ANTJE BERNDT,Female,,,,,,NA,NA,NA,NA,NA,,
Antoine Martin,"Bank Reserves, Bank Lending, and the Interbank Market",Federal Reserve Bank of New York,Jan 07 2011,2:30 PM,"Marriott, Nat Hill",International Banking Economics & Finance Association,Understanding the Effects of Unorthodox Monetary Policies,E5,Pierre Siklos,Wilfred Laurier University,Pierre L. Siklos,Wilfred Laurier University,,,,,,,,,Antoine Martin,Male,,,,,,NA,NA,NA,NA,NA,,
Antoine Martin,Repo Runs,Federal Reserve Bank of New York,Jan 09 2011,10:15 AM,"Sheraton, Director's Row E",American Economic Association,Financial Crises and Systemic Runs,G1,Gorton Gary,Yale University,Til Schuermann,Federal Reserve Bank of New York,Douglas Gale,New York University,Sudipto Bhattacharya,London School of Economics,,,,,Antoine Martin,Male,,,,,,NA,NA,NA,NA,NA,,
Antoine Martin,Repo Runs,Federal Reserve Banks,Jan 09 2011,1:00 PM,"Marriott, Colorado Salons G & H",American Finance Association,Financial Institutions-Theory,G2,Viral Acharya,New York University,Guillaume Plantin,University of Toulouse,S. Viswanathan,Duke University,Anton Korinek,University of Maryland,Gary Gorton,Yale University,,,Antoine Martin,Male,,,,,,NA,NA,NA,NA,NA,,
Antoinette Schoar,Interbank Liquidity Crunch and the Firm Credit Crunch: Evidence from the 2007-2009 Crisis,Massachusetts Institute of Technology,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 12",American Economic Association,The Bank Capital Crunch and the Financial Crisis of 2007-2008: Micro-evidence from Europe,E5,Gregory Udell,Indiana University,Rajkamal Iyer,Massachusetts Institute of Technology,Gregory Udell,Indiana University,Ugo Albertazzi,Banca d'Italia,Jose-Luis Peydro,European Central Bank,,,ANTOINETTE SCHOAR,Female,,,,,,NA,NA,NA,NA,NA,,
Antoinette Schoar,"Stressed, Not Frozen: The Federal Funds Market in the Financial Crisis",Massachusetts Institute of Technology,Jan 07 2011,2:30 PM,"Marriott, Colorado Salons A & B",American Finance Association,The Financial Crisis: Empirical Evidence,G1,Amir Sufi,University of Chicago,Sudheer Chava,Texas A&M University,Victoria Ivashina,Harvard Business School,Markus Brunnermeier,Princeton University,Philip Strahan,Boston College,,,ANTOINETTE SCHOAR,Female,,,,,,NA,NA,NA,NA,NA,,
Antoinette Schoar,Are the Seeds of Bad Governance Sown in Good Times?,Massachusetts Institute of Technology,Jan 08 2011,10:15 AM,"Marriott, Denver Suite IV",American Finance Association,"Corporate Governance, Ownership, and Activism",G3,Gregor Matvos,University of Chicago,Sanjai Bhagat,University of Colorado-Boulder,Todd Gormley,University of Pennsylvania,Bo Becker,Harvard Business School,,,,,ANTOINETTE SCHOAR,Female,,,,,,NA,NA,NA,NA,NA,,
Antoinette Schoar,The Market for Financial Advice: An Audit Study,Massachusetts Institute of Technology,Jan 07 2011,8:00 AM,"Marriott, Colorado Salons A & B",American Finance Association,Portfolio Choice: Theory and Evidence,G1,Francisco Gomes,London Busines School,Amir Yaron,University of Pennsylvania,Steffen Meyer,Goethe University Frankfurt,Jeffrey Brown,University of Illinois-Urbana-Champaign,Francisco Barillas,Emory University,,,ANTOINETTE SCHOAR,Female,,,,,,NA,NA,NA,NA,NA,,
Antoinette Schoar,The Consequences of Entrepreneurial Finance: A Regression Discontinuity Analysis,Massachusetts Institute of Technology,Jan 09 2011,10:15 AM,"Sheraton, Columbine",American Economic Association,Entrepreneurship and Job Creation,J2,William Baumol,New York University,William Baumol,New York University,Paul Reynolds,George Mason University,Jie Yang,Georgetown University,William Kerr,Harvard University,,,ANTOINETTE SCHOAR,Female,,,,,,NA,NA,NA,NA,NA,,
Antoinette Schoar,The Consequences of Entrepreneurial Finance: A Regression Discontinuity Analysis,Massachusetts Institute of Technology,Jan 07 2011,10:15 AM,"Marriott, Mattie Silks",American Finance Association/Association of Financial Economists,AFA/AFE Panel - Innovation and Finance,G3,Kose John,New York University,Dalida Kadyrzhanova,University of Maryland,Bruce Carlin,Duke University,Manju Puri,Duke University,,,,,ANTOINETTE SCHOAR,Female,,,,,,NA,NA,NA,NA,NA,,
