author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Andreas Fuster,What Goes Up Must Come Down? Experimental Evidence on Intuitive Forecasting,Federal Reserve Bank of New York,Jan 05 2013,10:15 AM,"Hyatt, Elizabeth Ballroom G",American Economic Association,Structural Behavioral Economics,D0,Stefano DellaVigna,University of California-Berkeley,Ulrike Malmendier,University of California-Berkeley,Dan Silverman,Arizona State University,Benjamin Handel,University of California-Berkeley,Xavier Gabaix,New York University,,,Andreas Fuster,Male,,,,,,NA,NA,NA,NA,NA,,
Andreas Moxnes,"Technology, Trade Costs, and the Pattern of Trade with Multi-Stage Production",Dartmouth College,Jan 04 2013,10:15 AM,"Hyatt, Edward A",American Economic Association,Global Production Chains,F1,Kalina Manova,Stanford University,Thibault Fally,University of Colorado-Boulder,Robert Feenstra,University of California-Davis,Davin Chor,Singapore Management University,George Alessandria,Federal Reserve Bank of Philadelphia,,,Andreas Moxnes,Male,,,,,,NA,NA,NA,NA,NA,,
Andrei Kirilenko,Convective Risk Flows in Commodity Futures Markets,Commodity Futures Trading Commission,Jan 05 2013,10:15 AM,"Marriott, Balboa & Mission Hills",American Finance Association,"Liquidity, Trading, and Frictions",G1,Ronnie Sadka,Boston College,Kent Womack,University of Toronto,Kenneth Froot,NBER,Robert Korajczyk,Northwestern University,,,,,Andrei Kirilenko,Male,,,,,,NA,NA,NA,NA,NA,,
Andrei Kirilenko,Convective Risk Flows in Commodity Futures Markets,Commodity Futures Trading Commission,Jan 05 2013,2:30 PM,"Hyatt, America's Cup C",Econometric Society,Emerging Issues in Commodity Markets,G1,Wei Xiong,Princeton University,Chester Spatt,Carnegie Mellon University,Neil Pearson,University of Illinois-Urbana-Champaign,Michael Sockin,Princeton University,Joseph Gruber,Federal Reserve Board,,,Andrei Kirilenko,Male,,,,,,NA,NA,NA,NA,NA,,
Andrei Levchenko,Nonlinearities in Aggregate Import Dynamics,University of Michigan,Jan 05 2013,2:30 PM,"Marriott, Orlando",International Society for Inventory Research,Inventory Dynamics and Business Cycles,E2,Ruediger Bachmann,RWTH Aachen University,Jing Zhang,University of Michigan,Michael Mahon,University of Warwick,Cristina Fuentes-Albero,Rutgers University,,,,,ANDREI LEVCHENKO,Male,,,,,,NA,NA,NA,NA,NA,,
Andrei Shleifer,Salience and Asset Prices,Harvard University,Jan 04 2013,10:15 AM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Advances in Behavioral Economics,D0,Nicholas Barberis,Yale University,Colin Camerer,California Institute of Technology,David I. Laibson,Harvard University,,,,,,,ANDREI SHLEIFER,Male,,,,,,NA,NA,NA,NA,NA,,
Andrei Shleifer,Salience and Consumer Choice,Harvard University,Jan 06 2013,8:00 AM,"Hyatt, America's Cup C",Econometric Society,Beliefs Distortions and Welfare,D9,Markus Brunnermeier,Princeton University,Thomas Eisenbach,Federal Reserve Bank of New York,Alp Simsek,Harvard University,Larry Samuelson,Yale University,,,,,ANDREI SHLEIFER,Male,,,,,,NA,NA,NA,NA,NA,,
Andrei Zlate,Offshore Production and Business Cycle Dynamics with Heterogeneous Firms,Federal Reserve Board,Jan 06 2013,8:00 AM,"Hyatt, Cunningham A & B",Econometric Society,Offshoring and Technology Transfer,F2,Philippe Bacchetta,University of Lausanne,,,,,,,,,,,ANDREI ZLATE,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Ang,Systemic Sovereign Credit Risk: Lessons from the U.S. and Europe,Columbia University,Jan 05 2013,2:30 PM,"Marriott, Balboa & Mission Hills",American Finance Association,International Financial Markets,G1,Roberto Rigobon,Massachusetts Institute of Technology,Andrew Ang,Columbia University,Adrien Verdelhan,Massachusetts Institute of Technology,Craig Burnside,Duke University,,,,,ANDREW ANG,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Foster,The Informational Role of Voluntary Certification: Evidence from the Mexican Clean Industry Program,Brown University,Jan 06 2013,8:00 AM,"Hyatt, Randle D",American Economic Association,Environmental Policy in Developing Countries,O1,Rema Hanna,Harvard University,Hunt Alcott,New York University,Ryan Kellogg,University of Michigan,Kelsey Jack,Tufts University,,,,,ANDREW FOSTER,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Glover,Intergenerational Redistribution in the Great Recession,University of Texas-Austin,Jan 05 2013,10:15 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,"Household Heterogeneity, Business Cycles, and Monetary Policy",E2,Yuriy Gorodnichenko,University of California-Berkeley,William A. Branch,University of California-Irvine,James K. Galbraith,University of Texas-Austin,Menzie Chinn,University of Wisconsin,Martin Schneider,Stanford University,,,Andrew Glover,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Goodman-Bacon,The War on Poverty's Experiment in Public Medicine: Community Health Centers and the Mortality of Older Americans,University of Michigan,Jan 05 2013,2:30 PM,"Hyatt, Emma A & B",American Economic Association,The Impacts of Great Society Programs,N3,Gavin Wright,Stanford University,Amitabh Chandra,Harvard University,Robert Margo,Boston University,David Deming,Harvard University,Jordan Matsudaira,Cornell University,,,Andrew Goodman-Bacon,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Haughwout,The Financial Crisis at the Kitchen Table: Trends in Household Debt and Credit,Federal Reserve Bank of New York,Jan 06 2013,8:00 AM,"Hyatt, Elizabeth Ballroom B",American Economic Association,Why Did Consumption Collapse during the Great Recession?,E2,John Duca,Federal Reserve Bank of Dallas,Brian Bucks,Consumer Finance Protection Bureau,Marjorie Flavin,University of California-San Diego,Martin Sommer,International Monetary Fund,Neil Bhutta,Federal Reserve Board,,,ANDREW HAUGHWOUT,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Haughwout,"Real Estate Investors, the Leverage Cycle, and the Housing Market Crisis",Federal Reserve Bank of New York,Jan 06 2013,1:00 PM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Exploring the Role of Mortgage Lending Using Credit Report Data,E2,Bent Sorensen,University of Houston,Shane M. Sherlund,Federal Reserve Board,Wilbert van der Klaauw,Federal Reserve Bank of New York,Sumit Agarwal,National University of Singapore,Greg Kaplan,Princeton University,,,ANDREW HAUGHWOUT,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew J. Oswald,Estimating the influence of life satisfaction and positive affect on later income using sibling fixed-effects,Warwick University and IZA,Jan 04 2013,2:30 PM,"Hyatt, Molly A & B",American Economic Association,Economics and Well-Being,D6,Angus Deaton,Princeton University,Angus S. Deaton,Princeton University,Carol Graham,University of Maryland and Brookings Institution,Michael I. Norton,Harvard Business School,Guy Mayraz,University of Melbourne,,,ANDREW J. OSWALD,Male,ANDREW OSWALD,,,,,NA,NA,NA,NA,NA,,
Andrew Jalil,Monetary Intervention Really Did Mitigate Banking Panics during the Early Stages of the Great Depression: Evidence Along the Atlanta Federal Reserve District Border,Occidental College,Jan 04 2013,12:30 PM,"Hyatt, Emma C",Cliometrics Society,Housing and Urban Development,N9,Allison Shertzer,University of Pittsburgh,Daniel Fetter,Wellesley College,Katharine Shester,Washington and Lee University,Matt Jaremski,Colgate University,,,,,Andrew Jalil,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Metrick,The Lehman Shock and the Dynamics of the Crisis,Yale University,Jan 04 2013,10:15 AM,"Hyatt, Gregory A & B",American Economic Association,Financial Intermediation and Financial Crisis,E5,Jianjun Miao,Boston University,Anton Korinek,University of Maryland,Zhiguo He,University of Chicago,John Leahy,New York University,Simon Gilchrist,Boston University,,,ANDREW METRICK,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Newman,Do Prices Determine Vertical Integration? Evidence from Trade Policy,Boston University,Jan 04 2013,10:15 AM,"Hyatt, Edward A",American Economic Association,Global Production Chains,F1,Kalina Manova,Stanford University,Thibault Fally,University of Colorado-Boulder,Robert Feenstra,University of California-Davis,Davin Chor,Singapore Management University,George Alessandria,Federal Reserve Bank of Philadelphia,,,ANDREW NEWMAN,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Paciorek,Housing Demand Through Boom and Bust,Federal Reserve Board,Jan 05 2013,8:00 AM,"Marriott, Rancho Santa Fe 3",American Real Estate & Urban Economic Association,Bubbles and Real Estate Cycles,R2,Todd Sinai,University of Pennsylvania,Fernando Ferreira,University of Pennsylvania,Morris Davis,University of Wisconsin,Robert Martin,Federal Reserve Board,Thomas Davidoff,University of British Columbia,,,Andrew Paciorek,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Patton,Modelling Dependence in High Dimensions with Factor Copulas,Duke University,Jan 04 2013,2:30 PM,"Hyatt, Emma A & B",Econometric Society,Forecasting/Financial Econometrics,C5,Allan Timmermann,University of California-San Diego,Yanqin Fan,Vanderbilt University,Marcelo Moreira,FGV,Jesus Fernandez-Villaverde,University of Pennsylvania,Barbara Rossi,Universitat Pompeu Fabra,,,ANDREW PATTON,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew Sweeting,Airline Mergers and the Potential Entry Defense,Duke University,Jan 06 2013,1:00 PM,"Hyatt, Manchester G",American Economic Association,Mergers Analysis with Product Repositioning,L1,Mauricio Varela,University of Arizona,Ying Fan,University of Michigan,Mo Xiao,University of Arizona,Jacob Gramlich,"Economist, Federal Reserve Board of Governors",Allan Collard-Wexler,New York University,,,ANDREW SWEETING,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew W. Lo,Can Hedge Funds Time Market Liquidity?,Massachusetts Institute of Technology,Jan 06 2013,8:00 AM,"Marriott, Balboa & Mission Hills",American Finance Association,Hedge Funds,G2,Vikas Agarwal,Georgia State University,Wayne Ferson,University of Southern California,David Musto,University of Pennsylvania,Tobias Moskowitz,University of Chicago,Stavros Panageas,University of Chicago,,,Andrew W. Lo,Male,,,,,,NA,NA,NA,NA,NA,,
Andrew W. Lo,Can Financial Engineering Cure Cancer?: A New Approach to Funding Large-Scale Biomedical Innovation,Massachusetts Institute of Technology,Jan 06 2013,10:15 AM,"Hyatt, Manchester A",American Economic Association,"Speculation, Insurance and Financial Regulation",G2,Andrei Kirileinko,Massachusetts Institute of Technology,Hayne E. Leland,University of California-Berkeley,Darrell Duffie,Stanford University,Patrick Bolton,Columbia University,Markus K. Brunnermeier,Princeton University,,,Andrew W. Lo,Male,,,,,,NA,NA,NA,NA,NA,,
Andrey Fradkin,What Drives Job Search? Evidence from Google Search Data,Stanford University,Jan 06 2013,10:15 AM,"Hyatt, Cunningham C",Econometric Society,New Evidence from Online Job Search (J64),,Marianna Kudlyak,Federal Reserve Bank of Richmond,Ryan Michaels,University of Rochester,Lisa Kahn,Yale University,Shigeru Fujita,Federal Reserve Bank of Philadelphia,Camille Landais,Stanford University,,,Andrey Fradkin,Male,,,,,,NA,NA,NA,NA,NA,,
Andrey Malenko,"Investment Busts, Reputation, and the Temptation to Blend in with the Crowd",Massachusetts Institute of Technology,Jan 06 2013,8:00 AM,"Marriott, Marina Salon E",American Finance Association,Corporate Investments and Liquidations,G3,Itay Goldstein,University of Pennsylvania,Alex Edmans,University of Pennsylvania,Barney Hartman-Glaser,Duke University,Vincent Glode,University of Pennsylvania,Richmond Mathews,University of Maryland,,,Andrey Malenko,Male,,,,,,NA,NA,NA,NA,NA,,
Anh Le,A Robust Analysis of the Risk-Structure of Equilibrium Term Structures of Bond Yields,University of North Carolina-Chapel Hill,Jan 05 2013,10:15 AM,"Marriott, Marina Salon G",American Finance Association,Real and Nominal Term Premia,G1,Gregory Duffee,Johns Hopkins University,Anna Cieslak,Northwestern University,Ivan Shaliastovich,University of Pennsylvania,Stefania D'Amico,Federal Reserve Board,,,,,Anh Le,Male,,,,,,NA,NA,NA,NA,NA,,
Anna Kovner,Trading Partners in the Interbank Lending Mark,Federal Reserve Bank of New York,Jan 06 2013,1:00 PM,"Marriott, Balboa & Mission Hills",American Finance Association,Banking and Financial Institutions III,G2,Gary Gorton,Yale University,Marcel Fratzscher,European Central Bank,Pierre-Olivier Weill,University of California-Los Angeles,Krislert Samphantharak,University of California-San Diego,,,,,Anna Kovner,Female,,,,,,NA,NA,NA,NA,NA,,
Anna Mikusheva,Weak Identification: A Geometric Approach,Massachusetts Institute of Technology,Jan 06 2013,10:15 AM,"Hyatt, Gibbons",Econometric Society,Weakly Identified Models,C2,Zhongjun Qu,Boston University,Tiemen Woutersen,University of Arizona,Patrick Guggenberger,University of California-San Diego,Xu Chen,University of Pennsylvania,Yixiao Sun,University of California-San Diego,,,ANNA MIKUSHEVA,Female,,,,,,NA,NA,NA,NA,NA,,
Anna Orlik,Uncertainty Shocks: Puzzling Facts and Learning Theory,Federal Reserve Board,Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom F",American Economic Association,Models of Uncertainty Shocks,E3,Laura Veldkamp,New York University,Lars Peter Hansen,University of Chicago,Ruediger Bachmann,RWTH Aachen University,Martin Eichenbaum,Northwestern University,,,,,Anna Orlik,Female,,,,,,NA,NA,NA,NA,NA,,
Annamaria Lusardi,Optimal Financial Knowledge and Wealth Inequality,George Washington University,Jan 04 2013,2:30 PM,"Hyatt, Manchester E",American Economic Association,Household Saving and Retirement,E2,Irina Telyukova,University of California-San Diego,Carlos Garriga,Federal Reserve Bank of St. Louis,Eric French,Federal Reserve Bank of Chicago,Karen Kopecky,Federal Reserve Bank of Atlanta,Selahattin Imrohoroglu,University of Southern California,,,ANNAMARIA LUSARDI,Female,,,,,,NA,NA,NA,NA,NA,,
Annette Vissing-Jorgensen,What Drives Short-Term Debt Creation? The Impact of Treasury Supply,Northwestern University,Jan 06 2013,8:00 AM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Understanding Short-Term Debt,G1,Annette Vissing-Jorgensen,Northwestern University,Adriano Rampini,Duke University,Viral V. Acharya,New York University,Philipp Schnabl,New York University,,,,,ANNETTE VISSING-JORGENSEN,Female,Annette Vissing Jorgensen,,,,,NA,NA,NA,NA,NA,,
Anthony Saunders,"Covenant Violations, Loan Contracting, and Default Risk of Bank Borrowers",New York University,Jan 05 2013,2:30 PM,"Marriott, Cardiff & Carlsbad",American Finance Association,Banking and Financial Institutions II,G2,Viral Acharya,New York University,Heitor Almeida,University of Illinois at Urbana-Champaign,Rainer Haselmann,University of Bonn,Jose-Luis Peydro,Universitat Pompeu Fabra,,,,,Anthony Saunders,Male,,,,,,NA,NA,NA,NA,NA,,
Antoine Dechezlepretre,Environmental Policy and Directed Technological Change: Evidence from the European Carbon Market,London School of Economics,Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,Technological Innovation and Climate Change,H2,John Van Reenen,London School of Economics,,,,,,,,,,,Antoine Dechezlepretre,Male,,,,,,NA,NA,NA,NA,NA,,
Antoine Dechezlepretre,"Carbon Taxes, Path Dependency and Directed Technical Change: Evidence from the Auto Industry",London School of Economics,Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,Technological Innovation and Climate Change,H2,John Van Reenen,London School of Economics,,,,,,,,,,,Antoine Dechezlepretre,Male,,,,,,NA,NA,NA,NA,NA,,
Antoinette Schoar,Trading Partners in the Interbank Lending Mark,Massachusetts Institute of Technology,Jan 06 2013,1:00 PM,"Marriott, Balboa & Mission Hills",American Finance Association,Banking and Financial Institutions III,G2,Gary Gorton,Yale University,Marcel Fratzscher,European Central Bank,Pierre-Olivier Weill,University of California-Los Angeles,Krislert Samphantharak,University of California-San Diego,,,,,ANTOINETTE SCHOAR,Female,,,,,,NA,NA,NA,NA,NA,,
Antoinette Schoar,Should We Make it Safer to Start a Business?,Massachusetts Institute of Technology,Jan 06 2013,10:15 AM,"Hyatt, Cunningham A & B",Econometric Society,Real Effects of Entrepreneurship and Innovation,L2,David Sraer,Princeton University,Petra Moser,Stanford University,Patrick Kline,University of California-Berkeley,Matthew J. Notowidigdo,University of Chicago,Shawn A. Cole,Harvard Business School,,,ANTOINETTE SCHOAR,Female,,,,,,NA,NA,NA,NA,NA,,
Anton Cheremukhin,Revolution and Industrialization in Russia Through the Lens of Neoclassical Growth Theory,Federal Reserve Bank of Dallas,Jan 05 2013,8:00 AM,"Hyatt, Gallery",Association for Comparative Economic Studies/American Economic Association,Social and Economic Consequences of Land Reforms in Russia,N3,Sergei Guriev,New Economic School,Amanda Gregg,Yale University,Paul Gregory,University of Houston,Steven Nafziger,Williams College,,,,,Anton Cheremukhin,Male,,,,,,NA,NA,NA,NA,NA,,
Anton Korinek,The New Economics of Prudential Capital Controls,University of Maryland,Jan 04 2013,8:00 AM,"Hyatt, Randle B",Korea-America Economic Association/American Economic Association,"Capital Flows, Financial Stability and Macroprudential Policies",E2,Hyun Shin,Princeton University,,,,,,,,,,,Anton Korinek,Male,,,,,,NA,NA,NA,NA,NA,,
Anton Korinek,Multilateral Aspects of Managing the Capital Account,University of Maryland,Jan 05 2013,2:30 PM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Capital Controls and the International Monetary System,F3,Carmen Reinhart,Harvard University,Robert Kollmann,Universite Libre de Bruxelles,Nicolas Coeurdacier,SciencesPo,Sebnem Kalemli-Ozcan,University of Maryland,Jeromin Zettelmeyer,European Bank for Reconstruction and Development,,,Anton Korinek,Male,,,,,,NA,NA,NA,NA,NA,,
