author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Amir Yaron,Good and Bad Uncertainty: Macroeconomic and Financial Market Implications,University of Pennsylvania,Jan 03 2014,8:00 AM,"Pennsylvania Convention Center, 201-B",American Economic Association,Macroeconomic Uncertainty and Asset Prices,G1,Ivan Shaliastovich,University of Pennsylvania,,,,,,,,,,,AMIR YARON,Male,,,,,,NA,NA,NA,NA,NA
Amir Yaron,Identifying Long-Run Risks: A Bayesian Mixed-Frequency Approach,University of Pennsylvania,Jan 04 2014,8:00 AM,"Philadelphia Marriott, Meeting Room 406",Econometric Society,Volatility and Asset Returns,G1,Amir Yaron,University of Pennsylvania,,,,,,,,,,,AMIR YARON,Male,,,,,,NA,NA,NA,NA,NA
Amit Gandhi,Identification and Estimation of Individual Discrete Choice Models with Market Level Endogeneity,University of Wisconsin-Madison,Jan 04 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Identification and Estimation Nonseparable Models with Endogeneity,C0,Arthur Lewbel,Boston College,Whitney Newey,Massachusetts Insitute of Technology,Kirill Evdokimov,Princeton University,,,,,,,Amit Gandhi,Male,,,,,,NA,NA,NA,NA,NA
Amit Seru,The Use and Misuse of Patent Data,University of Chicago,Jan 03 2014,2:30 PM,"Pennsylvania Convention Center, 204-B",American Economic Association,Intellectual Property Rights and Innovation,O3,Heidi Williams,Massachusetts Institute of Technology,,,,,,,,,,,AMIT SERU,Male,,,,,,NA,NA,NA,NA,NA
Amit Seru,Asset Quality Misrepresentation by Financial Intermediaries: Evidence from RMBS Market,University of Chicago,Jan 05 2014,8:00 AM,"Loews Philadelphia Hotel, Regency Ballroom C2",American Real Estate & Urban Economic Association/American Finance Association,Information in Real Estate and Mortgage Markets,G1,Stuart Gabriel,University of California-Los Angeles,Stijn Van Nieuwerburgh,New York University,Richard Stanton,University of California-Berkeley,Chester Spatt,Carnegie-Mellon University,Barney Hartman-Glaser,University of California – Los Angeles,,,AMIT SERU,Male,,,,,,NA,NA,NA,NA,NA
Amit Seru,Advertising Expensive Mortgages,University of Chicago,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 204-B",American Economic Association,Marketing and Finance: Are Financial Products Bought or Sold?,G2,Antoinette Schoar,Massachusetts Institute of Technology,Colin Camerer,California Institute of Technology,Christopher Mayer,Columbia University,David Laibson,Harvard University,,,,,AMIT SERU,Male,,,,,,NA,NA,NA,NA,NA
Amitabh Chandra,Healthcare Exceptionalism? Productivity and Allocation in the United States Healthcare Sector,Harvard University,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 201-C",American Economic Association,Healthcare Performance and Competition,I1,John Van Reenen,London School of Economics,,,,,,,,,,,AMITABH CHANDRA,Male,,,,,,NA,NA,NA,NA,NA
Ander Perez,Aggregate Implications of Financial and Labor Market Frictions,Universitat Pompeu Fabra,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,Financial and Labor Market Frictions,E3,Vincenzo Quadrini,University of Southern California,,,,,,,,,,,Ander Perez,Male,,,,,,NA,NA,NA,NA,NA
Andre Lucas,Conditional Euro Area Sovereign Default Risk,VU University-Amsterdam,Jan 03 2014,12:30 PM,"Loews Philadelphia Hotel, Commonwealth Hall A2","International Banking, Economics & Finance Association",Market Pricing and Credit Spreads,G1,Anastasios Malliaris,Loyola University,Jose Berrospide,Federal Reserve Board,Chen Zhou,De Nederlandsche Bank,Hector Perez-Saiz,Bank of Canada,Eiichiro Kazumori,University at Buffalo,,,Andre Lucas,Male,,,,,,NA,NA,NA,NA,NA
Andrea Caggese,Aggregate Implications of Financial and Labor Market Frictions,Universitat Pompeu Fabra,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,Financial and Labor Market Frictions,E3,Vincenzo Quadrini,University of Southern California,,,,,,,,,,,ANDREA CAGGESE,Male,,,,,,NA,NA,NA,NA,NA
Andrea Prat,Managing the Family Firm: Evidence from CEOs at Work,Columbia University,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 106-A",Industrial Organization Society,The Organization of Organizations,L2,Peter Cappelli,University of Pennsylvania,Alan Benson,University of Minnesota,Jennifer Brown,Northwestern University,Orie Shelef,Stanford University,Christopher Stanton,University of Utah,,,ANDREA PRAT,Male,,,,,,NA,NA,NA,NA,NA
Andrea Prat,Media Power,Columbia University,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 405",Econometric Society,Pragmatic Modeling and Robust Design under Limited Probabilistic Sophistication,D8,Sylvain Chassang,Princeton University,,,,,,,,,,,ANDREA PRAT,Male,,,,,,NA,NA,NA,NA,NA
Andrea Tambalotti,Household Leveraging and Deleveraging,Federal Reserve Bank of New York,Jan 04 2014,8:00 AM,"Philadelphia Marriott, Meeting Room 402",Econometric Society,Financial Frictions and the Macroeconomy,E5,Andrea Tambalotti,Federal Reserve Bank of New York,,,,,,,,,,,Andrea Tambalotti,Male,,,,,,NA,NA,NA,NA,NA
Andreas Fuster,Securitization and the Fixed-Rate Mortgage,Federal Reserve Bank of New York,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Government Intervention in Residential Mortgage Markets,G2,Shane Sherlund,Federal Reserve Board,Christopher L. Foote,Federal Reserve Bank of Boston,Kamila Sommer,Federal Reserve Board,Robert Sarama,Federal Reserve Board,Taylor Nadauld,Brigham Young University,,,Andreas Fuster,Male,,,,,,NA,NA,NA,NA,NA
Andreas Leibbrandt,Coase It's Fehr: Property Rights and Social Preferences,Monash University,Jan 04 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon K",Association of Environmental & Resource Economists,Advances in Natural Resource Economics,Q2,Benjamin Gilbert,University of Wyoming,Junjie Zhang,University of California-San Diego,Linda Fernandez,Virginia Commonwealth University,Dean Lueck,University of Arizona,Ujjayant Chakravorty,Tufts University,,,Andreas Leibbrandt,Male,,,,,,NA,NA,NA,NA,NA
Andreas Moxnes,"Technological Change, International Sourcing and the Joint Impact on Productivity",Dartmouth College,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,Aggregate Models in International Economics,F4,Jonathan Heathcote,Federal Reserve Bank of Minneapolis,,,,,,,,,,,Andreas Moxnes,Male,,,,,,NA,NA,NA,NA,NA
Andrei Kirilenko,How Better Information Can Garble Experts' Advice,Commodity Futures Trading Commission,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 103-C",American Economic Association,Theory of Persuasion,D8,Matthew Gentzkow,University of Chicago,Paul Milgrom,Stanford Univeristy,Ilya Segal,Stanford University,Navin Kartik,Columbia University,,,,,Andrei Kirilenko,Male,,,,,,NA,NA,NA,NA,NA
Andrei Kirilenko,Convective Risk Flows in Commodity Futures Markets,Massachusetts Institute of Technology,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 203-B",American Economic Association,Liquidity Supply and Asset Prices,G1,Dimitri Vayanos,London School of Economics,Motohiro Yogo,Federal Reserve Bank of Minneapolis,Robin Greenwood,Harvard University,Darrell D. Duffie,Stanford University,,,,,Andrei Kirilenko,Male,,,,,,NA,NA,NA,NA,NA
Andrei Levchenko,The Global Welfare Impact of China: Trade Integration and Technological Change,University of Michigan,Jan 03 2014,8:00 AM,"Pennsylvania Convention Center, 202-B",American Economic Association,Assessing the Welfare Impacts of Economic Integration: Evidence from the 19th and 20th Centuries,F6,John Brown,Clark University,Cecilia Fieler,University of Pennsylvania,Marius Brülhart,University of Lausanne,Sascha O. Becker,University of Warwick,Douglas A. Irwin,Dartmouth College,,,ANDREI LEVCHENKO,Male,,,,,,NA,NA,NA,NA,NA
Andrei Shleifer,Competition for Attention,"Harvard University, Department of Economics",Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 204-B",American Economic Association,Marketing and Finance: Are Financial Products Bought or Sold?,G2,Antoinette Schoar,Massachusetts Institute of Technology,Colin Camerer,California Institute of Technology,Christopher Mayer,Columbia University,David Laibson,Harvard University,,,,,ANDREI SHLEIFER,Male,,,,,,NA,NA,NA,NA,NA
Andrei Shleifer,Finance and the Preservation of Wealth,"Harvard University, Department of Economics",Jan 03 2014,2:30 PM,"Loews Philadelphia Hotel, Regency Ballroom B",American Finance Association,Cultural Roots of Finance,G0,Luigi Guiso,Einaudi Institute for Economics and Finance,Tarek Hassan,University of Chicago,Thomas Philippon,New York University,Eric D. Hilt,Wellesley College and NBER,,,,,ANDREI SHLEIFER,Male,,,,,,NA,NA,NA,NA,NA
Andrei Shleifer,Letter Grading Government Efficiency,"Harvard University, Department of Economics",Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 201-B",American Economic Association,The Role of Management and Technology for Reallocation and Growth: Micro and Macro Evidence,L1,John Van Reenen,London School of Economics,,,,,,,,,,,ANDREI SHLEIFER,Male,,,,,,NA,NA,NA,NA,NA
Andrei Shleifer,Money Doctors,"Harvard University, Department of Economics",Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 103-A",American Economic Association,The Growth of Finance,G1,Robin Greenwood,Harvard University,John H. Cochrane,University of Chicago,Thomas Philippon,New York University,Robin Greenwood,Harvard University,Andrei Shleifer,"Harvard University, Department of Economics",,,ANDREI SHLEIFER,Male,,,,,,NA,NA,NA,NA,NA
Andrei Zlate,"Offshoring, Low-Skilled Immigration and Labor Market Polarization",Federal Reserve Board,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,Aggregate Models in International Economics,F4,Jonathan Heathcote,Federal Reserve Bank of Minneapolis,,,,,,,,,,,ANDREI ZLATE,Male,,,,,,NA,NA,NA,NA,NA
Andres Erosa,Household Risk and Insurance over the Life Cycle,Universidad Carlos III de Madrid,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 105-B",American Economic Association,Households and Allocation Decisions,E2,Wenli Li,Federal Reserve Bank of Philadelphia,,,,,,,,,,,ANDRES EROSA,Male,,,,,,NA,NA,NA,NA,NA
Andres Fernandez,"Interest Rates, Leverage, and Business Cycles in Emerging Economies: The Role of Financial Frictions",Inter American Development Bank,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 105-B",American Economic Association,Financial and Labor Market Frictions,E3,Vincenzo Quadrini,University of Southern California,,,,,,,,,,,ANDRES FERNANDEZ,Male,,,,,,NA,NA,NA,NA,NA
Andres Zambrano,"Agricultural Production amidst Conflict: The Effects of Shocks, Uncertainty and Governance of Non-State Armed Actors",Universidad de los Andes,Jan 03 2014,8:00 AM,"Pennsylvania Convention Center, 202-A",American Economic Association,Productivity,O4,Wayne Gray,Clark University,,,,,,,,,,,Andres Zambrano,Male,,,,,,NA,NA,NA,NA,NA
Andrew Ang,"Nominal Bonds, Real Bonds, and Equity",Columbia University,Jan 03 2014,8:00 AM,"Loews Philadelphia Hotel, Commonwealth Hall D",American Finance Association,Macro Finance,G1,Ralph Koijen,University of Chicago,Jules van Binsbergen,Stanford University,Lars A. Lochstoer,Columbia University,Leonid Kogan,Massachusetts Institute of Technology,,,,,ANDREW ANG,Male,,,,,,NA,NA,NA,NA,NA
Andrew Ang,Asset Pricing in the Dark: the Cross Section of OTC Stocks,Columbia University,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall D",American Finance Association,Cross-Sectional Variation in Average Returns and Volatilities,G1,Christopher Polk,London School of Economics,Dong Lou,London School of Economics,Jonathan Lewellen,Dartmouth College,Kent Daniel,Columbia University,John Y. Campbell,Harvard University,,,ANDREW ANG,Male,,,,,,NA,NA,NA,NA,NA
Andrew Beath,Do Elected Councils Improve Governance Outcomes? Experimental Evidence on Local Institutions in Afghanistan,World Bank,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 109-B",American Economic Association,"Political Institutions, Representation and Policy",D7,Benjamin Olken,Massachusetts Institute of Technology,Tommaso Nannicini,Bocconi University,Anh Tran,Indiana University,Stephan Litschig,Universitat Pompeu Fabra,,,,,Andrew Beath,Male,,,,,,NA,NA,NA,NA,NA
Andrew Caplin,"Holding Government Unaccountable: The Mortgage Mess, the Press, and the Politics of Inattention",New York University,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 201-C",American Economic Association,Is Neglect Benign? The Case of United States Housing Finance Policy,H5,Robert Shiller,Yale University,Deborah Lucas,Massachusetts Institute of Technology,Joseph Tracy,Federal Reserve Bank of New York,Joseph Gyourko,University of Pennsylvania,Thomas Cooley,New York University,,,ANDREW CAPLIN,Male,,,,,,NA,NA,NA,NA,NA
Andrew Caplin,Is the FHA Creating Sustainable Homeownership?,New York University,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Government Intervention in Residential Mortgage Markets,G2,Shane Sherlund,Federal Reserve Board,Christopher L. Foote,Federal Reserve Bank of Boston,Kamila Sommer,Federal Reserve Board,Robert Sarama,Federal Reserve Board,Taylor Nadauld,Brigham Young University,,,ANDREW CAPLIN,Male,,,,,,NA,NA,NA,NA,NA
Andrew Caplin,"Revealed Preference, Rational Inattention, and Costly Information Processing",New York University,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon C",American Economic Association,Inattention and Experiments,D8,Filip Matejka,CERGE-EI,Dirk Bergemann,Yale University,Colin Camerer,California Institute of Technology,Cars Hommes,University of Amsterdam,,,,,ANDREW CAPLIN,Male,,,,,,NA,NA,NA,NA,NA
Andrew Ellul,"Is Historical Cost Accounting a Panacea? Market Stress, Incentive Distortions, and Gains Trading",Indiana University,Jan 05 2014,8:00 AM,"Loews Philadelphia Hotel, Regency Ballroom B",American Finance Association,Capital Constraints in the Crisis: Empirical Evidence,G2,Arvind Krishnamurthy,Northwestern University,Anna Paulson,Federal Reserve Bank of Chicago,Richard Rosen,Federal Reserve Bank of Chicago,Manuel Adelino,Duke University,,,,,ANDREW ELLUL,Male,,,,,,NA,NA,NA,NA,NA
Andrew Ellul,Employment and Wage Insurance within Firms: Worldwide Evidence,Indiana University,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Commonwealth Hall B",American Finance Association,Managerial Incentives I,G3,Gustavo Manso,University of California-Berkeley,Jay Hartzell,University of Texas-Austin,Dmitry Livdan,University of California-Berkeley,David Sraer,Princeton University,,,,,ANDREW ELLUL,Male,,,,,,NA,NA,NA,NA,NA
Andrew Haughwout,Household Debt Dynamics: How Do Struggling Homeowners Manage Credit?,Federal Reserve Bank of New York,Jan 03 2014,10:15 AM,"Loews Philadelphia Hotel, Washington A",American Real Estate & Urban Economic Association,Mortgages 1,G2,Morris Davis,University of Wisconsin,Erwan Quintin,University of Wisconsin,Wilbert van der Klaauw,Federal Reserve Bank of New York,Yongqiang Chu,University South Carolina,Kerry Vandell,University of California-Irvine,,,ANDREW HAUGHWOUT,Male,,,,,,NA,NA,NA,NA,NA
Andrew Haughwout,Does Rising Student Debt Affect the Home Purchase of Young Borrowers?,Federal Reserve Bank of New York,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon B",American Economic Association,Financial Decision-Making and the Household Balance Sheet,G2,David Laibson,Harvard University,Kory Kroft,University of Toronto,Frank Warnock,University of Virginia,Raven Molloy,Federal Reserve Board,Brian Bucks,Consumer Financial Protection Bureau,,,ANDREW HAUGHWOUT,Male,,,,,,NA,NA,NA,NA,NA
Andrew Paciorek,The Interest Rate Elasticity of Mortgage Demand: Evidence from Bunching at the Conforming Loan Limit,Federal Reserve Board of Governors,Jan 04 2014,10:15 AM,"Loews Philadelphia Hotel, Washington C",American Real Estate & Urban Economic Association,Mortgages 3,D1,Karen Pence,Federal Reserve Board,Andra Ghent,Arizona State University,Andrew Paciorek,Federal Reserve Board,Elliot Anenberg,Federal Reserve Board,Manuel Adelino,Duke University,,,Andrew Paciorek,Male,,,,,,NA,NA,NA,NA,NA
Angela Vossmeyer,Specification and Estimation of Treatment Models in the Presence of Sample Selection,University of California-Irvine,Jan 03 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon B",American Economic Association,Microeconometrics: Theory and Applications,C2,Bidisha Mandal,Washington State University,,,,,,,,,,,Angela Vossmeyer,Female,,,,,,NA,NA,NA,NA,NA
Angelo Mele,Viral Altruism? A Study of Charitable Giving in On-Line Networks,Johns Hopkins University,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 202-B",American Economic Association,Giving and Social Contexts,H4,Kimberley Scharf,University of Warwick,A. Abigail Payne,McMaster University,Leonard Lee,Columbia University,Angelo Mele,Johns Hopkins University,Michael K. Price,Georgia State University,,,Angelo Mele,Male,,,,,,NA,NA,NA,NA,NA
